"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL4868121";"";"None";"757.93";"3";"1.28";"8";"CCCCCCCCCCCCCCC(=O)N[C@@H](CCCN(O)C=O)C(=O)N[C@@H](CO)C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C=O)NC1=O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4840871";"Inhibition of ACE2 (unknown origin) upto 100 ug/ml incubated for 15 mins followed by substrate addition by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840317";"1";"Scientific Literature";"J Nat Prod";"2021";"None";"Dose: <=100 | TIME = 0.25 hr";"";""
"CHEMBL429844";"ORE-1001";"1.0";"428.32";"0";"3.32";"MLN-4760-S";"CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"IC50";"'='";"9.772";"nM";"8.01";"";"";"UO_0000065";"18.70";"0.39";"4.69";"7.67";"0";"CHEMBL5216076";"Inhibition of recombinant human ACE2 using 7-Mca-YVADAPK (Dnp) as substrate by fluorescence plate reader assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214916";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL5220968";"";"None";"428.32";"0";"3.32";"MLN-4760-S/R";"CC(C)CC(N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"IC50";"'='";"3.162";"nM";"8.50";"";"";"UO_0000065";"19.85";"0.41";"5.18";"8.14";"0";"CHEMBL5216076";"Inhibition of recombinant human ACE2 using 7-Mca-YVADAPK (Dnp) as substrate by fluorescence plate reader assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214916";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL5220968";"";"None";"428.32";"0";"3.32";"MLN-4760-S/R";"CC(C)CC(N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"Imax";"'='";"34.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5216078";"Inhibition of ACE2 in human MNCs assessed as maximum inhibition using 7- Mca-YVADAPK (Dnp) as substrate by fluorescence plate reader assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Mononuclear cell line";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214916";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"";""
"CHEMBL5282197";"";"None";"767.02";"2";"12.16";"5";"COc1cc(OC(C)=O)c(-c2c(OC(C)=O)cc(OC)c3c2C=C[C@@](C)(CCC2=C(C)CCCC2(C)C)O3)c2c1O[C@](C)(CCC1=C(C)CCCC1(C)C)C=C2";"IC50";"'='";"65000.0";"nM";"4.19";"";"";"UO_0000065";"5.46";"0.10";"-7.97";"4.68";"0";"CHEMBL5254844";"Inhibition of his-tagged SARS-COV2 S-RBD binding to C-terminal Fc-tagged human ACE2 expressed in HEK293 cells incubated for 2 hrs by Alphascreen assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252557";"1";"Scientific Literature";"J Nat Prod";"2023";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL5081268";"";"None";"2897.20";"None";"None";"1";"CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)CC)C(C)C)[C@@H](C)O";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"2.75";"None";"None";"None";"0";"CHEMBL5040285";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate by NanoLuc luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL5081573";"";"None";"2271.36";"None";"None";"2";"CSCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(N)=O";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"3.41";"None";"None";"None";"0";"CHEMBL5040285";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate by NanoLuc luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL5088125";"";"None";"1752.94";"None";"None";"5";"CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(N)=O)C(C)C";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"4.59";"None";"None";"None";"0";"CHEMBL5040285";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate by NanoLuc luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL4785828";"";"None";"3607.90";"None";"None";"P6";"CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(=O)O)[C@@H](C)O)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O";"IC50";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"1.95";"None";"None";"None";"0";"CHEMBL5040289";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 by ITC assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL398940";"";"None";"129.21";"0";"-1.15";"3; NAAE";"NCCNCCN1CC1";"IC50";"'='";"57000.0";"nM";"4.24";"";"";"UO_0000065";"32.85";"0.64";"5.39";"10.34";"1";"CHEMBL5227011";"Inhibition of SARS-COV2 pseudotyped virus binding to human ACE2 expressed in HEK293T cells using CPRG as substrate incubated for 3 hrs followed by substrate addition measured after 1 hr by fusion assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5226291";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 4.0 hr";"INHIBITOR";""
"CHEMBL5270769";"";"None";"300.36";"0";"1.36";"1; SSAA09E2";"CN1CCN(c2ccc(CNC(=O)c3ccno3)cc2)CC1";"IC50";"'='";"3100.0";"nM";"5.51";"";"";"UO_0000065";"18.34";"0.34";"4.15";"8.94";"0";"CHEMBL5230435";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells by NanoLuc luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL5270233";"";"None";"415.54";"1";"-0.35";"8; TAPI-2";"CC(C)CC(CC(=O)NO)C(=O)NC(C(=O)NC(C)C(=O)NCCN)C(C)(C)C";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"16.12";"0.32";"7.05";"4.12";"0";"CHEMBL5230436";"Inhibition of human recombinant ACE2 at 50 uM using (7Mca-Y-V-A- D -A-P- K(Knp) as a flurogenic substrate measured after 10 mins by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"DOSE = 50.0 microM | TIME = 0.1667 hr";"INHIBITOR";""
"CHEMBL5277148";"";"None";"1447.70";"None";"None";"SP-4";"CC[C@H](C)[C@@H](NC(=O)[C@H]1CCCN1C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CN)C(C)C)C(=O)O";"IC50";"'='";"4.3";"nM";"8.37";"";"";"UO_0000065";"5.78";"None";"None";"None";"0";"CHEMBL5230443";"Inhibition of SARS-CoV S binding to human recombinant ACE2 expressed in Escherichia coli BL21(DE3) incubated for 2 hrs by ELISA method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL5284169";"";"None";"2776.95";"None";"None";"P4";"CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(=O)O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)O";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"1.55";"None";"None";"None";"0";"CHEMBL5230444";"Inhibition of human wild type full length ACE2 peptide assessed as inhibition";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL16901";"HONOKIOL";"None";"266.34";"0";"4.22";"1";"C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1";"Kd";"'='";"16980.0";"nM";"4.77";"";"";"UO_0000065";"17.91";"0.33";"0.55";"11.79";"0";"CHEMBL5129109";"Binding affinity to human ACE2 assessed as equilibrium dissociation constant by biolayer interferometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5126577";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL4878091";"";"None";"757.93";"3";"1.13";"7";"CC(C)CCCCCCCCCCCC(=O)N[C@@H](CCCN(O)C=O)C(=O)N[C@@H](CO)C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C=O)NC1=O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4840871";"Inhibition of ACE2 (unknown origin) upto 100 ug/ml incubated for 15 mins followed by substrate addition by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840317";"1";"Scientific Literature";"J Nat Prod";"2021";"None";"Dose: <=100 | TIME = 0.25 hr";"";""
"CHEMBL5093610";"";"None";"1993.04";"None";"None";"6";"N=C(N)NCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CO)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(N)=O";"IC50";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"3.53";"None";"None";"None";"0";"CHEMBL5040289";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 by ITC assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL384120";"";"None";"906.94";"4";"10.43";"(-)-Hopeaphenol";"Oc1ccc([C@@H]2c3c(O)cc(O)cc3[C@@H]3c4c(cc(O)cc4[C@H]2[C@@H]2c4cc(O)cc5c4[C@@H](c4cc(O)cc(O)c4[C@H]2c2ccc(O)cc2)[C@H](c2ccc(O)cc2)O5)O[C@H]3c2ccc(O)cc2)cc1";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"7.28";"0.13";"-3.83";"2.99";"0";"CHEMBL5254844";"Inhibition of his-tagged SARS-COV2 S-RBD binding to C-terminal Fc-tagged human ACE2 expressed in HEK293 cells incubated for 2 hrs by Alphascreen assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252557";"1";"Scientific Literature";"J Nat Prod";"2023";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL3219078";"";"None";"658.65";"1";"4.99";"93";"CNC(=O)CCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(-c3ccc(Cl)cc3Cl)c2)CC1";"IC50";"'='";"57000.0";"nM";"4.24";"";"";"UO_0000065";"6.44";"0.13";"-0.75";"2.92";"0";"CHEMBL5216079";"Inhibition of recombinant human ACE2 using fluorogenic peptide substrate VI measured every 36 sec for 10 mins by fluorescence reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214916";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.1667 hr";"INHIBITOR";""
"CHEMBL5274408";"";"None";"4313.57";"None";"None";"P-5";"CC[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(=O)O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](C)O";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"1.21";"None";"None";"None";"0";"CHEMBL5230444";"Inhibition of human wild type full length ACE2 peptide assessed as inhibition";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL76";"CHLOROQUINE";"4.0";"319.88";"0";"4.81";"chloroquine";"CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12";"IC50";"'='";"1130.0";"nM";"5.95";"";"";"UO_0000065";"18.59";"0.37";"1.14";"21.12";"0";"CHEMBL5230436";"Inhibition of human recombinant ACE2 at 50 uM using (7Mca-Y-V-A- D -A-P- K(Knp) as a flurogenic substrate measured after 10 mins by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"DOSE = 50.0 microM | TIME = 0.1667 hr";"INHIBITOR";""
"CHEMBL5280105";"";"None";"327.34";"0";"3.71";"32; SSAA09E3";"O=C(Nc1ccc2c(c1)C(=O)c1ccccc1C2=O)c1ccccc1";"IC50";"'='";"9700.0";"nM";"5.01";"";"";"UO_0000065";"15.32";"0.27";"1.30";"7.93";"0";"CHEMBL5230442";"Inhibition of human recombinant ACE2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL5081268";"";"None";"2897.20";"None";"None";"1";"CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)CC)C(C)C)[C@@H](C)O";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5040295";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate at 25 uM by NanoLuc luciferase assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 25.0 microM";"INHIBITOR";""
"CHEMBL5078837";"";"None";"2788.01";"None";"None";"4";"CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(N)=O)[C@@H](C)CC";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5040295";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate at 25 uM by NanoLuc luciferase assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 25.0 microM";"INHIBITOR";""
"CHEMBL4848278";"";"None";"743.90";"3";"0.89";"5";"CCCCCCCCCCCCCC(=O)N[C@@H](CCCN(O)C=O)C(=O)N[C@@H](CO)C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C=O)NC1=O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4840871";"Inhibition of ACE2 (unknown origin) upto 100 ug/ml incubated for 15 mins followed by substrate addition by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840317";"1";"Scientific Literature";"J Nat Prod";"2021";"None";"Dose: <=100 | TIME = 0.25 hr";"";""
"CHEMBL5220968";"";"None";"428.32";"0";"3.32";"MLN-4760-S/R";"CC(C)CC(N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"Imax";"'='";"94.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5216074";"Inhibition of recombinant human ACE2 assessed as maximum inhibition using 7- Mca-YVADAPK (Dnp) as substrate by fluorescence plate reader assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214916";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"INHIBITOR";""
